bid, name, intro, birthday, gender, region
12902936, 违规昵称ELkVE3P1uQUtPku8oa, None, 2012-04-05T00:00:00.000, Unknown, Unknown
12902940, 等小号, 。。。, 1999-12-31T00:00:00.000, Female, Unknown
12902941, ARKZERO, 无, 2002-02-01T00:00:00.000, Unknown, Unknown
12902956, 吾问无为谓无, None, 1999-12-31T00:00:00.000, Female, Unknown
12902972, cs舰队难言言xwx, 真相只有一个。, 2011-11-21T00:00:00.000, Unknown, Unknown
12902981, 浪漫的玛洛斯ha1N, None, 1999-12-31T00:00:00.000, Female, Unknown
12903012, sans中二期, 多么美好的一天 小鸟在唱歌花儿在绽放，像你这样的孩子应该去下地狱。, 2000-01-02T00:00:00.000, Unknown, Unknown
12903015, 雅琪ya, None, 1999-12-31T00:00:00.000, Female, Unknown
12903024, 一只达达鸭, None, 1999-12-31T00:00:00.000, Female, Unknown
12903050, 执着的重金怪Aw9R8z, None, 2000-01-01T00:00:00.000, Female, Unknown
12903055, 智商爆表的大仙鹤小魏, None, 1999-12-31T00:00:00.000, Female, Unknown
12903056, 星越Star, ……, 2009-12-01T00:00:00.000, Unknown, Unknown
12903076, 山高, None, 1999-12-31T00:00:00.000, Female, Unknown
12903078, 淘气的乌力力_hUw, None, 1999-12-31T00:00:00.000, Female, Unknown
12903080, 懂事的小黄鸡wangzixuan, None, 2011-10-01T00:00:00.000, Unknown, Unknown
12903095, 一纸空白, None, 1999-12-31T00:00:00.000, Female, Unknown
12903107, 5岁小朋友, None, 1999-12-31T00:00:00.000, Female, Unknown
12903118, 温顺的刺牙螺ErRH, None, 1999-12-31T00:00:00.000, Female, Unknown
12903127, 冰冰夏天(柚木队长)~, 不论谁关注我，我都会回关的哦~ 兄弟们，姐姐回来了(/≧▽≦)/~ 初中作业真多〒▽〒(欲哭无泪)操~又开学了，暂退..., 2000-01-01T00:00:00.000, Male, Unknown
12903140, hhIr, None, 1999-12-31T00:00:00.000, Female, Unknown
12903161, Sky哒哒, 希望我做的地图大家能够喜欢~ 最强助手:皮卡丘'，沉思的人  , 1999-12-31T00:00:00.000, Female, Unknown
12903183, 马虎的飞叶龙LNlK, None, 1999-12-31T00:00:00.000, Female, Unknown
12903185, 好奇的小皮蛋jeni, 本人是个可爱控, 2011-12-11T00:00:00.000, Male, Unknown
12903193, 一颗萌圆圆, 我所有的选择都是为了不让我的人生留下遗憾。, 2011-04-22T00:00:00.000, Male, Unknown
12903198, 稚气的大黄鸡g8Y5, 火影忍者真爱粉 , 1941-12-30T00:00:00.000, Male, Unknown
12903199, 时轮宫魔少, None, 2011-10-31T00:00:00.000, Unknown, Unknown
12903201, 行星夜, None, 1999-12-31T00:00:00.000, Female, Unknown
12903203, 违规昵称EY1289w6RhZcANHReju8, None, 2000-01-01T00:00:00.000, Female, Unknown
12903234, 小王子呀4l3, None, 1999-12-31T00:00:00.000, Female, Unknown
12903246, 第一主力连连长, None, 1999-12-31T00:00:00.000, Female, Unknown
12903253, 禤禤,  哒哒哒, 1999-12-31T00:00:00.000, Female, Unknown
12903261, 洪, None, 1999-12-31T00:00:00.000, Unknown, Unknown
12903271, APD, 代码岛，启动！, 1999-12-31T00:00:00.000, Female, Unknown
12903278, 专注汪, 热爱我的世界，正在整末影龙，别烦我, 2012-04-07T00:00:00.000, Male, 350000
12903285, 小萝卜8883, None, 1999-12-31T00:00:00.000, Female, Unknown
12903290, 一个私人nm, None, 2000-01-01T00:00:00.000, Unknown, Unknown
12903305, 浮躁的训练师POia, None, 1999-12-31T00:00:00.000, Female, Unknown
12903327, 小黄蛋, None, 1999-12-31T00:00:00.000, Female, Unknown
12903339, 风中凌乱的象牙螺小美6834, None, 1999-12-31T00:00:00.000, Female, Unknown
12903342, N+林医生19941749499, None, 1999-12-31T00:00:00.000, Female, Unknown
12903372, 雾里丶摆渡人, 关爱空巢岛民 , 1999-12-31T00:00:00.000, Female, Unknown
12903401, 影刃, None, 1999-12-31T00:00:00.000, Female, Unknown
12903408, 与你同行8cS0, None, 1999-12-31T00:00:00.000, Female, Unknown
12903457, 阿福马丁, None, 1999-12-31T00:00:00.000, Female, Unknown
12903473, 违规昵称S6F60DyxnaYVxa8hxK, XFZ集团军招募中~绝对民主 人人平等 以队员为本 不以等级划分贵贱 外交主张和平 XFZ多项第一：代码岛最古老 第一个提出“以队员为本”设立军事局 代码岛唯一的民主组织 , 1999-12-31T00:00:00.000, Unknown, Unknown
12903506, 红9948, None, 1999-12-31T00:00:00.000, Female, Unknown
12903524, 拿着火把的6, None, 1999-12-31T00:00:00.000, Female, Unknown
12903530, 可耐的小兔兔, None, 2012-06-03T00:00:00.000, Male, Unknown
12903534, 月.樱雪, 是彼岸樱夜.血的小号呢awa 中二の我~（singing）, 1999-12-31T00:00:00.000, Female, Unknown
12903543, 星空ava, 天, 1999-12-31T00:00:00.000, Female, Unknown
12903582, 固执的炸弹人NhEI, None, 2011-12-19T00:00:00.000, Female, Unknown
12903601, 被争抢的男人, None, 1999-12-31T00:00:00.000, Unknown, Unknown
12903607, 苏北陌, 哎嘿 , 2010-07-08T00:00:00.000, Male, Unknown
