bid, name, intro, birthday, gender, region
12900936, 临兵斗者皆列阵前行, None, 1999-12-31T00:00:00.000, Female, Unknown
12900939, 星.染, 呀～, 2010-10-02T00:00:00.000, Female, Unknown
12900945, 晨曦瑞丰sss, None, 2008-08-15T00:00:00.000, Unknown, Unknown
12900949, 骄傲的雷霆蓝雀9q, None, 2000-01-01T00:00:00.000, Female, Unknown
12900960, 西伯利亚胡, 一般一般   世界第三, 2011-09-27T00:00:00.000, Unknown, Unknown
12900966, 智商爆表的夜行喵小黄, None, 1999-12-31T00:00:00.000, Female, Unknown
12900979, 沉埃CHEN, 违规签名，已被重置, 2011-04-25T00:00:00.000, Unknown, Unknown
12900981, FQXL, 支持一下吧QAQ , 2009-11-13T00:00:00.000, Female, Unknown
12901009, 小舞2246, None, 1999-12-31T00:00:00.000, Female, Unknown
12901059, 友善的阿米巴Z0yP63, None, 2000-01-01T00:00:00.000, Female, Unknown
12901078, 机智的飓风雀9rRT, None, 1999-12-31T00:00:00.000, Female, Unknown
12901099, 茭赤,  过来，给老子捏一把！！！ —————————————————————————————————————————————— 114514, 2012-04-13T00:00:00.000, Unknown, Unknown
12901104, 漩涡鸣冉, None, 1999-12-31T00:00:00.000, Female, Unknown
12901138, Yy7Pq1, None, 1999-12-31T00:00:00.000, Female, Unknown
12901139, 哥斯啦家族族长, 我想我师傅了, 2014-03-03T00:00:00.000, Female, Unknown
12901179, 114514只人, None, 1999-12-31T00:00:00.000, Female, Unknown
12901223, 小跳跳糖Minecraft, Minecraft , 2011-06-28T00:00:00.000, Unknown, Unknown
12901284, 努力营业的小布丁小维, None, 1999-12-31T00:00:00.000, Female, Unknown
12901286, 佛系的小布丁小彤, None, 1999-12-31T00:00:00.000, Female, Unknown
12901308, 彩虹喵的小号, 请关注大号, 1999-12-31T00:00:00.000, Female, Unknown
12901332, 好奇的月见花BwZE, None, 1999-12-31T00:00:00.000, Female, Unknown
12901368, 小月亮7566, None, 1999-12-31T00:00:00.000, Female, Unknown
12901376, 东方SWA-DCB火焰之神, 我是东方创作局创始人（主席），交通部部长。成立东方创作局，简称DCB（Dongfang Creative Bureau）我们的地图包含很多类别 加入我们吧！ 创作局口号：疯狂创作品，卡崩BOX3！希望我们的队伍越来越大 最新消息：暂退BOX3, 1999-12-31T00:00:00.000, Female, Unknown
12901389, 一头雾水的泡泡鱼小维, None, 1999-12-31T00:00:00.000, Female, Unknown
12901402, 一个萌新123456789, None, 1999-12-31T00:00:00.000, Female, Unknown
12901403, 编辑喵, 我是代码岛的跳梁小丑，没人注意我，人气很低，求关注我。无兄弟，无游戏                                     乾, 2000-09-03T00:00:00.000, Unknown, Unknown
12901418, 鬼影之刃-(神龙阁), None, 1999-12-31T00:00:00.000, Female, Unknown
12901443, 可靠的巨叶龙2wCG, 毁掉一个人很简单，你只要毁掉她的童年就可以，剩下的就让她顺其自然。, 2011-05-16T00:00:00.000, Male, Unknown
12901464, 画笔乌龟, None, 1999-12-31T00:00:00.000, Female, Unknown
12901486, 可爱的巨叶龙n7VN, None, 1999-12-31T00:00:00.000, Female, Unknown
12901508, 一粒的草明明(天堂), 本草回来了！😊😊😊😊😊😊😊😊😊, 2010-01-26T00:00:00.000, Female, Unknown
12901510, 陈梓奇320565, None, 1999-12-31T00:00:00.000, Female, Unknown
12901539, 正能量的草灵灵思思, None, 1999-12-31T00:00:00.000, Female, Unknown
12901545, 沉着的独角蛛4ISa, None, 1999-12-31T00:00:00.000, Female, Unknown
12901560, 特种小兵, None, 1942-12-31T00:00:00.000, Female, Unknown
12901590, 冲动的月见花0StF, None, 1999-12-31T00:00:00.000, Female, Unknown
